20
100 9900
33 23 99
33 24 706
33 25 999
33 26 27
33 27 607
33 28 448
33 29 113
33 30 317
33 31 97
33 32 959
33 34 781
33 35 498
33 36 626
33 37 492
33 38 14
33 39 245
33 40 768
33 41 468
33 42 705
33 43 724
33 44 289
33 45 449
33 46 877
33 47 544
33 48 725
33 49 729
33 50 134
33 51 545
33 52 897
33 53 601
33 54 221
33 55 735
33 56 565
33 57 746
33 58 65
33 59 438
33 60 565
33 61 667
33 62 879
33 63 758
33 64 404
33 65 683
33 66 797
33 67 830
33 68 646
33 69 131
33 70 497
33 71 464
33 72 159
33 73 994
33 74 844
33 75 815
33 76 746
33 77 767
33 78 813
33 79 971
33 80 64
33 81 689
33 82 894
33 83 470
33 84 455
33 85 295
33 86 797
33 87 815
33 88 757
33 89 66
33 90 896
33 91 892
33 92 71
33 93 293
33 94 971
33 95 765
33 96 741
33 97 847
33 98 350
33 99 488
33 100 129
34 1 122
34 2 600
34 3 274
34 4 271
34 5 725
34 6 506
34 7 701
34 8 307
34 9 662
34 10 663
34 11 466
34 12 336
34 13 25
34 14 658
34 15 984
34 16 7
34 17 225
34 18 954
34 19 924
34 20 444
34 21 47
34 22 306
34 23 696
34 24 588
34 25 169
34 26 735
34 27 700
34 28 685
34 29 233
34 30 680
34 31 114
34 32 53
34 33 118
34 35 605
34 36 358
34 37 757
34 38 362
34 39 612
34 40 252
34 41 467
34 42 692
34 43 10
34 44 877
34 45 413
34 46 699
34 47 332
34 48 953
34 49 343
34 50 205
34 51 373
34 52 312
34 53 866
34 54 851
34 55 860
34 56 82
34 57 897
34 58 623
34 59 491
34 60 808
34 61 93
34 62 548
34 63 268
34 64 891
34 65 296
34 66 990
34 67 207
34 68 514
34 69 937
34 70 132
34 71 697
34 72 94
34 73 126
34 74 514
34 75 488
34 76 403
34 77 62
34 78 856
34 79 203
34 80 190
34 81 719
34 82 838
34 83 259
34 84 180
34 85 252
34 86 960
34 87 457
34 88 572
34 89 591
34 90 360
34 91 209
34 92 668
34 93 883
34 94 529
34 95 857
34 96 895
34 97 166
34 98 305
34 99 671
34 100 839
35 1 280
35 2 653
35 3 914
35 4 446
35 5 535
35 6 221
35 7 498
35 8 544
35 9 813
35 10 400
35 11 608
35 12 584
35 13 739
35 14 323
35 15 188
35 16 3
35 17 30
35 18 344
35 19 266
35 20 31
35 21 871
35 22 314
35 23 309
35 24 104
35 25 684
35 26 124
35 27 958
35 28 327
35 29 214
35 30 927
35 31 753
35 32 366
35 33 569
35 34 561
35 36 78
35 37 831
35 38 957
35 39 129
35 40 255
35 41 14
35 42 409
35 43 582
35 44 14
35 45 798
35 46 413
35 47 900
35 48 461
35 49 18
35 50 192
35 51 59
35 52 479
35 53 5
35 54 344
35 55 77
35 56 176
35 57 607
35 58 435
35 59 185
35 60 831
35 61 671
35 62 659
35 63 375
35 64 173
35 65 232
35 66 535
35 67 979
35 68 12
35 69 167
35 70 379
35 71 839
35 72 346
35 73 158
35 74 577
35 75 414
35 76 350
35 77 426
35 78 869
35 79 438
35 80 176
35 81 554
35 82 336
35 83 664
35 84 640
35 85 185
35 86 387
35 87 999
35 88 161
35 89 856
35 90 693
35 91 892
35 92 243
35 93 95
35 94 48
35 95 801
35 96 395
35 97 831
35 98 319
35 99 792
35 100 476
36 1 838
36 2 965
36 3 503
36 4 11
36 5 170
36 6 702
36 7 730
36 8 536
36 9 29
36 10 212
36 11 935
36 12 77
36 13 701
36 14 839
36 15 565
36 16 407
36 17 214
36 18 169
36 19 250
36 20 257
36 21 886
36 22 139
36 23 696
36 24 676
36 25 947
36 26 340
36 27 462
36 28 843
36 29 514
36 30 195
36 31 792
36 32 837
36 33 870
36 34 504
36 35 594
36 37 379
36 38 284
36 39 279
36 40 300
36 41 942
36 42 766
36 43 721
36 44 940
36 45 96
36 46 167
36 47 155
36 48 730
36 49 481
36 50 304
36 51 356
36 52 117
36 53 959
36 54 600
36 55 15
36 56 224
36 57 218
36 58 713
36 59 974
36 60 545
36 61 802
36 62 356
36 63 347
36 64 201
36 65 208
36 66 853
36 67 806
36 68 570
36 69 252
36 70 824
36 71 552
36 72 931
36 73 560
36 74 837
36 75 627
36 76 445
36 77 194
36 78 881
36 79 284
36 80 772
36 81 334
36 82 612
36 83 321
36 84 575
36 85 40
36 86 982
36 87 433
36 88 511
36 89 270
36 90 188
36 91 845
36 92 921
36 93 620
36 94 954
36 95 732
36 96 534
36 97 427
36 98 183
36 99 562
36 100 49
37 1 134
37 2 758
37 3 875
37 4 118
37 5 757
37 6 273
37 7 129
37 8 181
37 9 178
37 10 222
37 11 390
37 12 357
37 13 555
37 14 933
37 15 159
37 16 427
37 17 507
37 18 457
37 19 995
37 20 897
37 21 208
37 22 223
37 23 695
37 24 545
37 25 878
37 26 739
37 27 74
37 28 278
37 29 100
37 30 494
37 31 929
37 32 470
37 33 108
37 34 675
37 35 528
37 36 672
37 38 879
37 39 649
37 40 819
37 41 215
37 42 539
37 43 554
37 44 704
37 45 484
37 46 444
37 47 590
37 48 655
37 49 490
37 50 230
37 51 847
37 52 120
37 53 398
37 54 583
37 55 180
37 56 131
37 57 894
37 58 933
37 59 27
37 60 767
37 61 940
37 62 993
37 63 483
37 64 177
37 65 658
37 66 302
37 67 170
37 68 176
37 69 114
37 70 310
37 71 199
37 72 190
37 73 265
37 74 292
37 75 806
37 76 237
37 77 22
37 78 206
37 79 805
37 80 814
37 81 393
37 82 889
37 83 308
37 84 16
37 85 150
37 86 660
37 87 865
37 88 965
37 89 333
37 90 639
37 91 212
37 92 292
37 93 330
37 94 25
37 95 940
37 96 350
37 97 692
37 98 254
37 99 838
37 100 897
38 1 551
38 2 19
38 3 160
38 4 568
38 5 259
38 6 472
38 7 724
38 8 925
38 9 751
38 10 251
38 11 69
38 12 61
38 13 136
38 14 528
38 15 800
38 16 466
38 17 655
38 18 337
38 19 712
38 20 441
38 21 830
38 22 984
38 23 666
38 24 644
38 25 6
38 26 987
38 27 76
38 28 493
38 29 880
38 30 357
38 31 433
38 32 805
38 33 70
38 34 820
38 35 583
38 36 869
38 37 628
38 39 476
38 40 978
38 41 76
38 42 891
38 43 150
38 44 126
38 45 157
38 46 685
38 47 314
38 48 942
38 49 459
38 50 452
38 51 157
38 52 105
38 53 535
38 54 417
38 55 843
38 56 795
38 57 624
38 58 486
38 59 294
38 60 486
38 61 590
38 62 966
38 63 456
38 64 354
38 65 720
38 66 783
38 67 791
38 68 372
38 69 498
38 70 147
38 71 695
38 72 884
38 73 347
38 74 765
38 75 944
38 76 481
38 77 160
38 78 436
38 79 600
38 80 623
38 81 61
38 82 754
38 83 912
38 84 252
38 85 808
38 86 23
38 87 877
38 88 178
38 89 984
38 90 161
38 91 242
38 92 672
38 93 796
38 94 95
38 95 793
38 96 735
38 97 894
38 98 680
38 99 643
38 100 476
39 1 496
39 2 100
39 3 226
39 4 551
39 5 419
39 6 186
39 7 580
39 8 761
39 9 919
39 10 254
39 11 676
39 12 155
39 13 42
39 14 69
39 15 76
39 16 943
39 17 703
39 18 926
39 19 58
39 20 204
39 21 499
39 22 342
39 23 409
39 24 350
39 25 203
39 26 748
39 27 705
39 28 819
39 29 447
39 30 625
39 31 661
39 32 853
39 33 767
39 34 374
39 35 651
39 36 195
39 37 782
39 38 848
39 40 111
39 41 67
39 42 260
39 43 137
39 44 20
39 45 875
39 46 816
39 47 98
39 48 125
39 49 108
39 50 355
39 51 762
39 52 852
39 53 835
39 54 945
39 55 12
39 56 388
39 57 158
39 58 84
39 59 50
39 60 985
39 61 183
39 62 235
39 63 452
39 64 87
39 65 950
39 66 36
39 67 898
39 68 919
39 69 359
39 70 711
39 71 320
39 72 658
39 73 249
39 74 919
39 75 290
39 76 903
39 77 635
39 78 966
39 79 304
39 80 448
39 81 897
39 82 802
39 83 716
39 84 875
39 85 946
39 86 955
39 87 396
39 88 883
39 89 870
39 90 90
39 91 938
39 92 597
39 93 330
39 94 261
39 95 826
39 96 859
39 97 32
39 98 677
39 99 351
39 100 451
40 1 637
40 2 221
40 3 491
40 4 516
40 5 861
40 6 993
40 7 679
40 8 235
40 9 912
40 10 526
40 11 186
40 12 989
40 13 235
40 14 969
40 15 848
40 16 936
40 17 743
40 18 563
40 19 182
40 20 362
40 21 602
40 22 54
40 23 597
40 24 862
40 25 805
40 26 364
40 27 901
40 28 788
40 29 258
40 30 418
40 31 70
40 32 810
40 33 199
40 34 324
40 35 853
40 36 90
40 37 279
40 38 216
40 39 329
40 41 909
40 42 961
40 43 679
40 44 217
40 45 749
40 46 588
40 47 771
40 48 13
40 49 405
40 50 366
40 51 362
40 52 727
40 53 552
40 54 867
40 55 279
40 56 518
40 57 954
40 58 71
40 59 328
40 60 17
40 61 899
40 62 386
40 63 964
40 64 269
40 65 750
40 66 702
40 67 777
40 68 182
40 69 675
40 70 402
40 71 329
40 72 75
40 73 308
40 74 200
40 75 778
40 76 230
40 77 702
40 78 48
40 79 196
40 80 190
40 81 510
40 82 428
40 83 375
40 84 689
40 85 713
40 86 735
40 87 229
40 88 510
40 89 598
40 90 907
40 91 930
40 92 374
40 93 77
40 94 309
40 95 679
40 96 735
40 97 577
40 98 175
40 99 248
40 100 891
41 1 49
41 2 476
41 3 991
41 4 415
41 5 782
41 6 973
41 7 940
41 8 195
41 9 788
41 10 120
41 11 196
41 12 198
41 13 362
41 14 890
41 15 147
41 16 695
41 17 240
41 18 177
41 19 375
41 20 597
41 21 553
41 22 115
41 23 37
41 24 543
41 25 941
41 26 293
41 27 907
41 28 991
41 29 865
41 30 514
41 31 33
41 32 962
41 33 417
41 34 320
41 35 298
41 36 800
41 37 697
41 38 386
41 39 706
41 40 242
41 42 538
41 43 611
41 44 560
41 45 318
41 46 386
41 47 475
41 48 531
41 49 129
41 50 92
41 51 698
41 52 49
41 53 179
41 54 676
41 55 830
41 56 68
41 57 813
41 58 637
41 59 884
41 60 908
41 61 487
41 62 118
41 63 810
41 64 357
41 65 217
41 66 662
41 67 182
41 68 572
41 69 224
41 70 867
41 71 52
41 72 78
41 73 626
41 74 662
41 75 853
41 76 393
41 77 656
41 78 89
41 79 316
41 80 364
41 81 548
41 82 979
41 83 228
41 84 608
41 85 393
41 86 778
41 87 270
41 88 416
41 89 883
41 90 699
41 91 781
41 92 660
41 93 930
41 94 40
41 95 173
41 96 508
41 97 454
41 98 116
41 99 955
41 100 881
42 1 69
42 2 264
42 3 899
42 4 47
42 5 294
42 6 11
42 7 929
42 8 53
42 9 362
42 10 214
42 11 872
42 12 575
42 13 781
42 14 521
42 15 68
42 16 278
42 17 171
42 18 287
42 19 582
42 20 63
42 21 618
42 22 106
42 23 138
42 24 436
42 25 693
42 26 574
42 27 123
42 28 145
42 29 675
42 30 176
42 31 799
42 32 617
42 33 845
42 34 168
42 35 28
42 36 954
42 37 376
42 38 46
42 39 730
42 40 935
42 41 1000
42 43 840
42 44 261
42 45 780
42 46 21
42 47 905
42 48 119
42 49 327
42 50 20
42 51 224
42 52 765
42 53 833
42 54 992
42 55 887
42 56 808
42 57 640
42 58 212
42 59 377
42 60 100
42 61 368
42 62 608
42 63 322
42 64 731
42 65 932
42 66 644
42 67 778
42 68 716
42 69 329
42 70 191
42 71 299
42 72 581
42 73 125
42 74 414
42 75 11
42 76 476
42 77 592
42 78 737
42 79 657
42 80 623
42 81 110
42 82 430
42 83 314
42 84 329
42 85 39
42 86 94
42 87 197
42 88 790
42 89 862
42 90 69
42 91 468
42 92 697
42 93 262
42 94 998
42 95 503
42 96 613
42 97 21
42 98 730
42 99 877
42 100 510
43 1 873
43 2 118
43 3 747
43 4 642
43 5 33
43 6 470
43 7 36
43 8 847
43 9 397
43 10 672
43 11 191
43 12 957
43 13 158
43 14 277
43 15 251
43 16 827
43 17 515
43 18 741
43 19 111
43 20 446
43 21 684
43 22 540
43 23 55
43 24 687
43 25 271
43 26 502
43 27 579
43 28 57
43 29 113
43 30 515
43 31 453
43 32 173
43 33 215
43 34 757
43 35 380
43 36 704
43 37 386
43 38 636
43 39 679
43 40 762
43 41 750
43 42 283
43 44 367
43 45 477
43 46 320
43 47 840
43 48 695
43 49 537
43 50 62
43 51 86
43 52 258
43 53 259
43 54 700
43 55 667
43 56 150
43 57 41
43 58 2
43 59 14
43 60 29
43 61 758
43 62 528
43 63 60
43 64 45
43 65 904
43 66 47
43 67 145
43 68 23
43 69 910
43 70 997
43 71 291
43 72 431
43 73 8
43 74 188
43 75 585
43 76 664
43 77 915
43 78 539
43 79 571
43 80 360
43 81 793
43 82 6
43 83 404
43 84 626
43 85 264
43 86 16
43 87 838
43 88 575
43 89 531
43 90 756
43 91 762
43 92 944
43 93 359
43 94 434
43 95 737
43 96 11
43 97 816
43 98 527
43 99 579
43 100 225
44 1 828
44 2 57
44 3 728
44 4 230
44 5 229
44 6 436
44 7 159
44 8 976
44 9 143
44 10 269
44 11 2
44 12 567
44 13 709
44 14 561
44 15 690
44 16 466
44 17 164
44 18 567
44 19 878
44 20 434
44 21 713
44 22 503
44 23 284
44 24 850
44 25 808
44 26 9
44 27 885
44 28 209
44 29 433
44 30 475
44 31 663
44 32 639
44 33 725
44 34 878
44 35 436
44 36 188
44 37 33
44 38 411
44 39 140
44 40 706
44 41 297
44 42 625
44 43 976
44 45 208
44 46 213
44 47 113
44 48 383
44 49 883
44 50 144
44 51 288
44 52 439
44 53 765
44 54 47
44 55 328
44 56 365
44 57 118
44 58 650
44 59 538
44 60 253
44 61 65
44 62 475
44 63 686
44 64 968
44 65 933
44 66 938
44 67 272
44 68 295
44 69 983
44 70 176
44 71 327
44 72 679
44 73 17
44 74 277
44 75 178
44 76 50
44 77 102
44 78 117
44 79 111
44 80 168
44 81 648
44 82 141
44 83 232
44 84 167
44 85 207
44 86 307
44 87 286
44 88 435
44 89 384
44 90 289
44 91 312
44 92 631
44 93 520
44 94 583
44 95 861
44 96 130
44 97 479
44 98 86
44 99 327
44 100 16
45 1 923
45 2 723
45 3 819
45 4 955
45 5 385
45 6 266
45 7 229
45 8 874
45 9 908
45 10 989
45 11 256
45 12 29
45 13 311
45 14 719
45 15 444
45 16 223
45 17 886
45 18 666
45 19 703
45 20 372
45 21 600
45 22 278
45 23 673
45 24 419
45 25 192
45 26 720
45 27 449
45 28 904
45 29 834
45 30 886
45 31 228
45 32 719
45 33 347
45 34 976
45 35 779
45 36 681
45 37 155
45 38 917
45 39 892
45 40 937
45 41 360
45 42 768
45 43 673
45 44 385
45 46 805
45 47 551
45 48 677
45 49 418
45 50 630
45 51 885
45 52 669
45 53 318
45 54 589
45 55 968
45 56 526
45 57 800
45 58 575
45 59 981
45 60 443
45 61 412
45 62 261
45 63 96
45 64 982
45 65 46
45 66 477
45 67 924
45 68 725
45 69 192
45 70 451
45 71 189
45 72 274
45 73 221
45 74 813
45 75 339
45 76 773
45 77 625
45 78 864
45 79 308
45 80 598
45 81 169
45 82 639
45 83 497
45 84 928
45 85 954
45 86 224
45 87 54
45 88 494
45 89 59
45 90 263
45 91 386
45 92 297
45 93 797
45 94 314
45 95 563
45 96 587
45 97 441
45 98 684
45 99 546
45 100 978
46 1 917
46 2 198
46 3 884
46 4 1000
46 5 359
46 6 359
46 7 123
46 8 972
46 9 712
46 10 16
46 11 613
46 12 279
46 13 91
46 14 922
46 15 143
46 16 68
46 17 362
46 18 505
46 19 985
46 20 200
46 21 424
46 22 459
46 23 718
46 24 394
46 25 192
46 26 964
46 27 105
46 28 578
46 29 960
46 30 186
46 31 122
46 32 466
46 33 193
46 34 121
46 35 310
46 36 956
46 37 559
46 38 781
46 39 826
46 40 322
46 41 347
46 42 977
46 43 116
46 44 95
46 45 696
46 47 78
46 48 551
46 49 873
46 50 341
46 51 940
46 52 674
46 53 150
46 54 591
46 55 446
46 56 966
46 57 858
46 58 699
46 59 745
46 60 642
46 61 667
46 62 667
46 63 243
46 64 392
46 65 719
46 66 792
46 67 364
46 68 44
46 69 438
46 70 45
46 71 479
46 72 249
46 73 216
46 74 330
46 75 983
46 76 738
46 77 634
46 78 932
46 79 743
46 80 716
46 81 728
46 82 799
46 83 975
46 84 173
46 85 686
46 86 936
46 87 273
46 88 76
46 89 397
46 90 809
46 91 494
46 92 649
46 93 439
46 94 840
46 95 556
46 96 686
46 97 467
46 98 640
46 99 59
46 100 989
47 1 221
47 2 387
47 3 593
47 4 389
47 5 978
47 6 929
47 7 639
47 8 160
47 9 617
47 10 650
47 11 847
47 12 776
47 13 427
47 14 288
47 15 687
47 16 646
47 17 169
47 18 512
47 19 18
47 20 482
47 21 288
47 22 596
47 23 327
47 24 748
47 25 63
47 26 850
47 27 96
47 28 659
47 29 969
47 30 439
47 31 637
47 32 32
47 33 90
47 34 537
47 35 912
47 36 499
47 37 653
47 38 665
47 39 134
47 40 20
47 41 20
47 42 749
47 43 333
47 44 895
47 45 228
47 46 529
47 48 818
47 49 283
47 50 882
47 51 761
47 52 878
47 53 403
47 54 214
47 55 191
47 56 695
47 57 962
47 58 908
47 59 831
47 60 750
47 61 221
47 62 722
47 63 335
47 64 616
47 65 11
47 66 385
47 67 385
47 68 651
47 69 420
47 70 145
47 71 425
47 72 905
47 73 23
47 74 237
47 75 199
47 76 253
47 77 886
47 78 567
47 79 94
47 80 860
47 81 136
47 82 420
47 83 175
47 84 141
47 85 823
47 86 58
47 87 475
47 88 490
47 89 448
47 90 308
47 91 574
47 92 50
47 93 127
47 94 600
47 95 560
47 96 421
47 97 760
47 98 140
47 99 28
47 100 322
48 1 518
48 2 76
48 3 865
48 4 119
48 5 921
48 6 954
48 7 252
48 8 853
48 9 700
48 10 972
48 11 408
48 12 134
48 13 719
48 14 746
48 15 966
48 16 740
48 17 853
48 18 462
48 19 871
48 20 331
48 21 690
48 22 946
48 23 231
48 24 908
48 25 397
48 26 880
48 27 906
48 28 496
48 29 718
48 30 721
48 31 411
48 32 289
48 33 399
48 34 353
48 35 261
48 36 817
48 37 380
48 38 696
48 39 650
48 40 983
48 41 399
48 42 720
48 43 337
48 44 735
48 45 483
48 46 646
48 47 47
48 49 357
48 50 482
48 51 216
48 52 462
48 53 176
48 54 499
48 55 922
48 56 193
48 57 467
48 58 716
48 59 1000
48 60 848
48 61 445
48 62 363
48 63 966
48 64 638
48 65 56
48 66 494
48 67 565
48 68 219
48 69 179
48 70 863
48 71 907
48 72 829
48 73 957
48 74 803
48 75 336
48 76 978
48 77 151
48 78 992
48 79 397
48 80 216
48 81 151
48 82 891
48 83 904
48 84 862
48 85 798
48 86 748
48 87 555
48 88 491
48 89 132
48 90 890
48 91 474
48 92 949
48 93 99
48 94 545
48 95 836
48 96 947
48 97 686
48 98 43
48 99 398
48 100 689
49 1 111
49 2 866
49 3 946
49 4 860
49 5 780
49 6 925
49 7 912
49 8 19
49 9 656
49 10 282
49 11 86
49 12 25
49 13 792
49 14 894
49 15 489
49 16 40
49 17 160
49 18 192
49 19 639
49 20 473
49 21 601
49 22 702
49 23 855
49 24 668
49 25 89
49 26 651
49 27 236
49 28 592
49 29 985
49 30 103
49 31 939
49 32 219
49 33 612
49 34 578
49 35 518
49 36 590
49 37 746
49 38 106
49 39 522
49 40 666
49 41 361
49 42 954
49 43 591
49 44 142
49 45 555
49 46 186
49 47 969
49 48 682
49 50 757
49 51 553
49 52 889
49 53 179
49 54 93
49 55 305
49 56 596
49 57 397
49 58 440
49 59 263
49 60 322
49 61 797
49 62 51
49 63 247
49 64 985
49 65 789
49 66 443
49 67 976
49 68 301
49 69 122
49 70 399
49 71 206
49 72 519
49 73 584
49 74 303
49 75 544
49 76 681
49 77 76
49 78 314
49 79 731
49 80 822
49 81 608
49 82 916
49 83 858
49 84 195
49 85 399
49 86 54
49 87 314
49 88 213
49 89 791
49 90 818
49 91 487
49 92 111
49 93 197
49 94 165
49 95 376
49 96 423
49 97 482
49 98 627
49 99 129
49 100 236
50 1 712
50 2 285
50 3 267
50 4 748
50 5 211
50 6 747
50 7 779
50 8 120
50 9 885
50 10 484
50 11 798
50 12 590
50 13 907
50 14 941
50 15 526
50 16 825
50 17 781
50 18 170
50 19 388
50 20 354
50 21 595
50 22 644
50 23 661
50 24 436
50 25 642
50 26 756
50 27 676
50 28 561
50 29 97
50 30 65
50 31 550
50 32 18
50 33 773
50 34 796
50 35 508
50 36 998
50 37 734
50 38 92
50 39 720
50 40 344
50 41 539
50 42 826
50 43 381
50 44 180
50 45 10
50 46 204
50 47 357
50 48 263
50 49 463
50 51 64
50 52 473
50 53 224
50 54 599
50 55 430
50 56 288
50 57 383
50 58 712
50 59 262
50 60 443
50 61 836
50 62 868
50 63 117
50 64 296
50 65 317
50 66 133
50 67 494
50 68 558
50 69 420
50 70 668
50 71 77
50 72 290
50 73 245
50 74 410
50 75 12
50 76 895
50 77 732
50 78 321
50 79 815
50 80 63
50 81 612
50 82 73
50 83 774
50 84 465
50 85 977
50 86 451
50 87 29
50 88 356
50 89 345
50 90 514
50 91 81
50 92 346
50 93 897
50 94 903
50 95 962
50 96 440
50 97 96
50 98 334
50 99 229
50 100 372
51 1 39
51 2 656
51 3 678
51 4 814
51 5 90
51 6 72
51 7 501
51 8 333
51 9 966
51 10 371
51 11 542
51 12 524
51 13 571
51 14 36
51 15 983
51 16 978
51 17 27
51 18 717
51 19 578
51 20 110
51 21 685
51 22 478
51 23 680
51 24 241
51 25 734
51 26 732
51 27 796
51 28 923
51 29 950
51 30 173
51 31 190
51 32 731
51 33 476
51 34 740
51 35 384
51 36 411
51 37 326
51 38 821
51 39 101
51 40 248
51 41 272
51 42 286
51 43 208
51 44 815
51 45 318
51 46 127
51 47 14
51 48 580
51 49 910
51 50 829
51 52 344
51 53 913
51 54 431
51 55 607
51 56 163
51 57 494
51 58 209
51 59 68
51 60 528
51 61 882
51 62 716
51 63 598
51 64 165
51 65 716
51 66 472
51 67 570
51 68 198
51 69 505
51 70 321
51 71 252
51 72 538
51 73 934
51 74 654
51 75 724
51 76 972
51 77 82
51 78 255
51 79 79
51 80 111
51 81 85
51 82 478
51 83 937
51 84 994
51 85 557
51 86 185
51 87 698
51 88 438
51 89 258
51 90 384
51 91 300
51 92 941
51 93 413
51 94 157
51 95 614
51 96 563
51 97 732
51 98 377
51 99 30
51 100 5
52 1 388
52 2 623
52 3 522
52 4 311
52 5 799
52 6 113
52 7 99
52 8 230
52 9 185
52 10 21
52 11 977
52 12 588
52 13 105
52 14 142
52 15 351
52 16 508
52 17 607
52 18 119
52 19 840
52 20 222
52 21 141
52 22 233
52 23 285
52 24 371
52 25 280
52 26 829
52 27 769
52 28 754
52 29 57
52 30 386
52 31 39
52 32 244
52 33 275
52 34 911
52 35 915
52 36 445
52 37 585
52 38 918
52 39 858
52 40 319
52 41 543
52 42 428
52 43 60
52 44 365
52 45 288
52 46 849
52 47 930
52 48 892
52 49 603
52 50 425
52 51 253
52 53 11
52 54 152
52 55 834
52 56 210
52 57 376
52 58 713
52 59 246
52 60 745
52 61 688
52 62 158
52 63 895
52 64 114
52 65 253
52 66 283
52 67 128
52 68 181
52 69 475
52 70 277
52 71 514
52 72 667
52 73 458
52 74 438
52 75 994
52 76 169
52 77 827
52 78 124
52 79 708
52 80 58
52 81 929
52 82 107
52 83 480
52 84 51
52 85 801
52 86 265
52 87 213
52 88 651
52 89 547
52 90 932
52 91 316
52 92 440
52 93 819
52 94 935
52 95 890
52 96 61
52 97 229
52 98 169
52 99 730
52 100 840
53 1 276
53 2 84
53 3 513
53 4 416
53 5 429
53 6 395
53 7 376
53 8 837
53 9 416
53 10 205
53 11 852
53 12 296
53 13 209
53 14 281
53 15 56
53 16 102
53 17 998
53 18 380
53 19 917
53 20 92
53 21 279
53 22 417
53 23 561
53 24 942
53 25 218
53 26 441
53 27 746
53 28 356
53 29 379
53 30 493
53 31 443
53 32 868
53 33 92
53 34 423
53 35 469
53 36 1
53 37 668
53 38 535
53 39 427
53 40 180
53 41 355
53 42 350
53 43 487
53 44 607
53 45 936
53 46 967
53 47 184
53 48 571
53 49 790
53 50 801
53 51 447
53 52 93
53 54 755
53 55 880
53 56 269
53 57 245
53 58 794
53 59 121
53 60 209
53 61 156
53 62 313
53 63 706
53 64 701
53 65 63
53 66 101
53 67 867
53 68 88
53 69 863
53 70 662
53 71 170
53 72 952
53 73 69
53 74 138
53 75 864
53 76 637
53 77 501
53 78 878
53 79 878
53 80 255
53 81 812
53 82 519
53 83 989
53 84 25
53 85 880
53 86 821
53 87 899
53 88 65
53 89 45
53 90 338
53 91 690
53 92 973
53 93 536
53 94 783
53 95 929
53 96 119
53 97 527
53 98 912
53 99 496
53 100 118
54 1 593
54 2 55
54 3 889
54 4 663
54 5 67
54 6 515
54 7 801
54 8 275
54 9 64
54 10 306
54 11 510
54 12 744
54 13 844
54 14 538
54 15 780
54 16 975
54 17 186
54 18 599
54 19 824
54 20 512
54 21 698
54 22 386
54 23 587
54 24 175
54 25 122
54 26 857
54 27 371
54 28 308
54 29 128
54 30 641
54 31 558
54 32 559
54 33 555
54 34 713
54 35 852
54 36 128
54 37 352
54 38 506
54 39 139
54 40 317
54 41 367
54 42 1000
54 43 171
54 44 750
54 45 188
54 46 875
54 47 677
54 48 45
54 49 606
54 50 905
54 51 417
54 52 322
54 53 746
54 55 852
54 56 554
54 57 49
54 58 939
54 59 738
54 60 475
54 61 550
54 62 368
54 63 564
54 64 753
54 65 99
54 66 742
54 67 893
54 68 138
54 69 167
54 70 694
54 71 426
54 72 600
54 73 136
54 74 263
54 75 639
54 76 605
54 77 834
54 78 618
54 79 379
54 80 54
54 81 120
54 82 636
54 83 479
54 84 729
54 85 838
54 86 987
54 87 74
54 88 87
54 89 738
54 90 655
54 91 112
54 92 790
54 93 152
54 94 530
54 95 285
54 96 443
54 97 400
54 98 892
54 99 683
54 100 623
55 1 88
55 2 97
55 3 204
55 4 31
55 5 189
55 6 471
55 7 406
55 8 528
55 9 373
55 10 280
55 11 195
55 12 591
55 13 670
55 14 883
55 15 438
55 16 269
55 17 390
55 18 443
55 19 258
55 20 454
55 21 821
55 22 787
55 23 598
55 24 1000
55 25 88
55 26 346
55 27 54
55 28 314
55 29 541
55 30 371
55 31 978
55 32 398
55 33 843
55 34 219
55 35 59
55 36 309
55 37 405
55 38 218
55 39 937
55 40 208
55 41 699
55 42 72
55 43 984
55 44 253
55 45 604
55 46 143
55 47 120
55 48 245
55 49 576
55 50 402
55 51 185
55 52 863
55 53 250
55 54 773
55 56 615
55 57 855
55 58 452
55 59 864
55 60 890
55 61 902
55 62 671
55 63 722
55 64 425
55 65 737
55 66 659
55 67 43
55 68 154
55 69 430
55 70 865
55 71 849
55 72 414
55 73 736
55 74 189
55 75 899
55 76 798
55 77 411
55 78 154
55 79 542
55 80 356
55 81 309
55 82 469
55 83 169
55 84 35
55 85 809
55 86 761
55 87 883
55 88 711
55 89 385
55 90 950
55 91 336
55 92 792
55 93 286
55 94 350
55 95 114
55 96 185
55 97 406
55 98 237
55 99 768
55 100 199
56 1 563
56 2 493
56 3 181
56 4 543
56 5 993
56 6 597
56 7 825
56 8 539
56 9 876
56 10 536
56 11 560
56 12 989
56 13 243
56 14 145
56 15 409
56 16 769
56 17 215
56 18 606
56 19 384
56 20 159
56 21 306
56 22 159
56 23 614
56 24 367
56 25 652
56 26 641
56 27 148
56 28 690
56 29 942
56 30 497
56 31 915
56 32 702
56 33 712
56 34 605
56 35 456
56 36 832
56 37 493
56 38 940
56 39 674
56 40 118
56 41 1
56 42 700
56 43 209
56 44 455
56 45 439
56 46 56
56 47 59
56 48 362
56 49 242
56 50 471
56 51 454
56 52 376
56 53 639
56 54 103
56 55 945
56 57 77
56 58 320
56 59 879
56 60 607
56 61 717
56 62 498
56 63 106
56 64 205
56 65 781
56 66 661
56 67 871
56 68 791
56 69 889
56 70 359
56 71 637
56 72 701
56 73 454
56 74 882
56 75 325
56 76 86
56 77 647
